"Date","Open","High","Low","Close","Volume"
2018-12-31,249.559998,250.190002,247.470001,249.919998,144299400
2019-01-02,245.979996,251.210007,245.949997,250.179993,126925200
2019-01-03,248.229996,248.570007,243.669998,244.210007,144140700
2019-01-04,247.589996,253.110001,247.169998,252.389999,142628800
2019-01-07,252.690002,255.949997,251.690002,254.380005,103139100
2019-01-08,256.820007,257.309998,254,256.769989,102512600
2019-01-09,257.559998,258.910004,256.190002,257.970001,95006600
2019-01-10,256.26001,259.160004,255.5,258.880005,96823900
2019-01-11,257.679993,259.01001,257.029999,258.980011,73858100
2019-01-14,256.859985,258.299988,256.410004,257.399994,70908200
2019-01-15,257.820007,260.700012,257.809998,260.350006,85208300
2019-01-16,260.829987,261.970001,260.600006,260.980011,77636700
2019-01-17,260.01001,263.920013,259.959991,262.959991,96118400
2019-01-18,264.980011,266.980011,263,266.459991,127900300
2019-01-22,264.820007,265.059998,261.059998,262.859985,115531200
2019-01-23,264.01001,264.790009,260.660004,263.410004,86030300
2019-01-24,263.209991,264.200012,262.079987,263.549988,59204100
2019-01-25,265.609985,266.700012,263.660004,265.779999,96883400
2019-01-28,263.390015,263.829987,261.790009,263.76001,85613700
2019-01-29,263.920013,264.549988,262.480011,263.410004,66136300
2019-01-30,265.100006,268.519989,264.25,267.579987,92473700
2019-01-31,267.51001,270.470001,267.269989,269.929993,104012100
2019-02-01,270.149994,271.200012,269.179993,270.059998,85782500
2019-02-04,270.109985,272.029999,269.359985,271.959991,60744800
2019-02-05,272.440002,273.440002,271.880005,273.100006,79552800
2019-02-06,272.790009,273.339996,271.920013,272.73999,58347800
2019-02-07,270.940002,271.549988,268.290009,270.140015,95482000
2019-02-08,268.75,270.579987,267.829987,270.470001,75788900
2019-02-11,271.200012,271.48999,270.029999,270.619995,68021400
2019-02-12,272.420013,274.519989,272.339996,274.100006,72270200
2019-02-13,275.029999,275.929993,274.559998,274.98999,65277200
2019-02-14,273.779999,275.640015,272.869995,274.380005,83234400
2019-02-15,276.359985,277.410004,276.130005,277.369995,97088700
2019-02-19,276.480011,278.579987,276.470001,277.850006,59120800
2019-02-20,277.809998,278.920013,277.25,278.410004,76610800
2019-02-21,277.700012,278.100006,276.350006,277.420013,64214700
2019-02-22,278.109985,279.359985,277.399994,279.140015,78114600
2019-02-25,280.730011,281.309998,279.429993,279.519989,69030700
2019-02-26,279.130005,280.299988,278.899994,279.320007,56844100
2019-02-27,278.519989,279.589996,277.480011,279.200012,56921600
2019-02-28,278.959991,279.450012,278.320007,278.679993,69268300
2019-03-01,280.440002,280.880005,278.820007,280.420013,78880500
2019-03-04,281.600006,281.869995,276.839996,279.399994,106494600
2019-03-05,279.540009,279.76001,278.410004,279.019989,59114600
2019-03-06,279.149994,279.160004,276.970001,277.329987,75039800
2019-03-07,276.829987,276.98999,274.070007,275.01001,94885100
2019-03-08,272.940002,274.649994,272.420013,274.459991,85795800
2019-03-11,275.26001,278.619995,275.230011,278.440002,65098900
2019-03-12,279.059998,280.070007,278.850006,279.48999,79667500
2019-03-13,280.480011,282.380005,280.299988,281.339996,80639200
2019-03-14,281.369995,281.839996,280.670013,281.160004,67518400
2019-03-15,280.540009,282.209991,280.329987,281.309998,81309000
2019-03-18,281.549988,282.660004,281.299988,282.329987,62199800
2019-03-19,283.51001,284.359985,281.410004,282.399994,90268100
2019-03-20,282.160004,283.5,280.320007,281.549988,84609200
2019-03-21,280.640015,285.179993,280.589996,284.730011,79550400
2019-03-22,283.220001,283.799988,279.179993,279.25,122659300
2019-03-25,278.869995,280.190002,277.640015,279.040009,85575200
2019-03-26,280.98999,282.179993,279.559998,281.119995,68125900
2019-03-27,281.109985,281.76001,277.929993,279.649994,72224700
2019-03-28,280.350006,281.209991,279.070007,280.709991,56238500
2019-03-29,282.390015,282.839996,281.140015,282.480011,82186800
2019-04-01,284.700012,286.160004,284.399994,285.829987,77617900
2019-04-02,286.040009,286.230011,285.089996,285.970001,40070400
2019-04-03,287.320007,287.76001,285.75,286.420013,68243200
2019-04-04,286.779999,287.459991,286.01001,287.179993,48997500
2019-04-05,287.920013,288.630005,287.600006,288.570007,58621700
2019-04-08,288.100006,288.910004,287.369995,288.790009,53566300
2019-04-09,287.720001,288.079987,286.700012,287.309998,66142300
2019-04-10,287.769989,288.390015,287.309998,288.290009,52601500
2019-04-11,288.829987,288.839996,287.579987,288.209991,55093100
2019-04-12,290,290.470001,288.26001,290.160004,69727800
2019-04-15,290.23999,290.350006,289.079987,289.970001,49596700
2019-04-16,290.950012,291.01001,289.5,290.160004,52153200
2019-04-17,291.399994,291.429993,288.98999,289.450012,58268300
2019-04-18,290.100006,290.320007,288.660004,290.019989,68708500
2019-04-22,289.170013,290.440002,289.070007,290.269989,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,57770900
2019-04-26,292.100006,293.48999,291.23999,293.410004,50916400
2019-04-29,293.51001,294.450012,293.410004,293.869995,57197700
2019-04-30,293.48999,294.339996,291.920013,294.019989,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,56543700
2019-05-06,289.25,293.309998,288.899994,292.820007,107198100
2019-05-07,290.149994,290.809998,285.809998,287.929993,144729900
2019-05-08,287.529999,289.429993,286.869995,287.529999,91568300
2019-05-09,285.230011,287.329987,283.299988,286.660004,103471100
2019-05-10,285.619995,288.940002,282.299988,288.100006,112429300
2019-05-13,282.420013,283.48999,279.929993,280.859985,127290500
2019-05-14,281.98999,285.100006,281.850006,283.399994,77003200
2019-05-15,281.589996,285.769989,281.359985,285.059998,73956400
2019-05-16,285.839996,289.209991,285.76001,287.700012,76749600
2019-05-17,285.140015,288.600006,285.119995,285.839996,100353000
2019-05-20,284.059998,285.959991,283.119995,283.950012,62877600
2019-05-21,285.829987,286.929993,285.549988,286.51001,46847100
2019-05-22,285.450012,286.690002,285.100006,285.630005,49482500
2019-05-23,283.160004,283.209991,280.570007,282.140015,98733800
2019-05-24,283.73999,284.200012,282.089996,282.779999,55268100
2019-05-28,283.089996,284.149994,280.130005,280.149994,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,62523800
2019-05-31,276.200012,277.119995,275.23999,275.269989,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,77231900
2019-06-05,282.329987,282.98999,280.320007,282.959991,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,69430400
2019-06-07,285.929993,288.850006,285.73999,287.649994,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,60799100
2019-06-11,290.98999,291.399994,288.179993,288.899994,58641300
2019-06-12,288.640015,289.26001,287.820007,288.390015,46984700
2019-06-13,289.399994,289.980011,288.619995,289.579987,48945200
2019-06-14,289.26001,289.929993,288.410004,289.26001,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,39205700
2019-06-18,291.390015,293.570007,290.98999,292.399994,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,116570000
2019-06-21,294.130005,295.519989,293.76001,294,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,47582700
2019-06-25,293.700012,293.730011,290.640015,290.76001,82028700
2019-06-26,291.75,292.309998,290.350006,290.470001,51584900
2019-06-27,291.309998,292.059998,290.890015,291.5,40355200
2019-06-28,292.579987,293.549988,292.01001,293,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,79107500
2019-07-02,295.609985,296.48999,294.679993,296.429993,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,40898900
2019-07-05,297.440002,298.640015,296.01001,298.459991,51677300
2019-07-08,297.01001,298.26001,296.220001,296.820007,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,50826100
2019-07-12,299.850006,300.730011,299.51001,300.649994,40326000
2019-07-15,301.130005,301.130005,300.190002,300.75,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,36650100
2019-07-17,299.75,299.929993,297.73999,297.73999,36036300
2019-07-18,297.190002,299.25,296.700012,298.829987,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,58678600
2019-07-22,297.609985,298.5,297.040009,297.899994,43638100
2019-07-23,299.140015,300.029999,298.220001,300.029999,44564500
2019-07-24,299.190002,301.440002,299.089996,301.440002,47213200
2019-07-25,300.940002,301,299.109985,300,55394100
2019-07-26,300.76001,302.230011,300.619995,302.01001,45084100
2019-07-29,301.880005,302.01001,300.850006,301.459991,38126500
2019-07-30,299.910004,301.170013,299.48999,300.720001,45849000
2019-07-31,300.98999,301.200012,295.200012,297.429993,104245200
2019-08-01,297.600006,300.869995,293.959991,294.839996,142646600
2019-08-02,293.850006,294.119995,290.899994,292.619995,116749700
2019-08-05,288.089996,288.209991,281.720001,283.820007,178745400
2019-08-06,285.910004,288.040009,284.279999,287.799988,120711700
2019-08-07,284.399994,288.820007,282.040009,287.970001,140572300
2019-08-08,289.619995,293.619995,289.01001,293.619995,85083400
2019-08-09,292.579987,293.23999,289.649994,291.619995,93730000
2019-08-12,289.959991,291.609985,287.019989,288.070007,62629500
2019-08-13,287.73999,294.149994,287.359985,292.549988,94299800
2019-08-14,288.070007,288.73999,283.76001,283.899994,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,51666400
2019-08-23,290.920013,292.76001,283.470001,284.850006,149161500
2019-08-26,287.269989,288,285.579987,288,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,66668900
2019-08-28,286.140015,289.070007,285.25,288.890015,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,57899400
2019-08-30,294.220001,294.23999,291.420013,292.450012,62901200
2019-09-03,290.570007,291.579987,289.269989,290.73999,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,46887300
2019-09-05,296.790009,298.829987,294,297.820007,83258100
2019-09-06,298.170013,298.76001,297.420013,298.049988,49584300
2019-09-09,299.140015,299.23999,297.160004,298.200012,51260300
2019-09-10,297.359985,298.200012,295.970001,298.130005,57947100
2019-09-11,298.470001,300.339996,297.75,300.25,68821100
2019-09-12,301.25,302.459991,300.410004,301.290009,72908700
2019-09-13,301.779999,302.170013,300.679993,301.089996,62104800
2019-09-16,299.839996,301.140015,299.450012,300.160004,58191200
2019-09-17,299.940002,301.019989,299.75,300.920013,41475500
2019-09-18,300.48999,301.220001,298.23999,301.100006,73375800
2019-09-19,301.529999,302.630005,300.709991,301.079987,76560500
2019-09-20,300.359985,300.670013,297.410004,298.279999,89565000
2019-09-23,297.549988,299,297.269989,298.209991,43476800
2019-09-24,299.410004,299.839996,294.809998,295.869995,94869400
2019-09-25,295.959991,298.109985,294.329987,297.619995,71854000
2019-09-26,297.630005,297.859985,295.450012,297,56179700
2019-09-27,297.829987,297.950012,293.690002,295.399994,84746600
2019-09-30,295.970001,297.549988,295.920013,296.769989,51662400
2019-10-01,297.73999,298.459991,293,293.23999,88242400
2019-10-02,291.5,291.51001,286.640015,288.059998,122539500
2019-10-03,287.809998,290.450012,284.820007,290.420013,85278800
2019-10-04,291.140015,294.630005,291.079987,294.350006,65091200
2019-10-07,293.470001,295.26001,292.769989,293.079987,59610500
2019-10-08,291.040009,291.850006,288.48999,288.529999,95708100
2019-10-09,290.75,292.299988,290.059998,291.269989,62359400
2019-10-10,291.179993,294.209991,291,293.23999,55296300
2019-10-11,296.269989,298.73999,296.140015,296.279999,98720400
2019-10-14,295.929993,296.670013,295.570007,295.950012,40394800
2019-10-15,297.100006,299.700012,296.970001,298.880005,46754500
2019-10-16,298.369995,299.160004,297.920013,298.399994,48928200
2019-10-17,299.679993,300.23999,298.519989,299.279999,45736600
2019-10-18,298.690002,299.399994,297.029999,297.970001,64304000
2019-10-21,299.420013,300.209991,298.940002,299.98999,39048600
2019-10-22,300.579987,300.899994,298.910004,299.01001,48594700
2019-10-23,298.730011,299.940002,298.5,299.880005,34352200
2019-10-24,300.910004,301.070007,299.459991,300.369995,35453100
2019-10-25,299.73999,302.200012,299.679993,301.600006,45205400
2019-10-28,302.940002,303.850006,302.910004,303.299988,42147000
2019-10-29,303,304.230011,302.859985,303.209991,44284900
2019-10-30,303.429993,304.549988,301.98999,304.140015,49643900
2019-10-31,304.130005,304.130005,301.730011,303.329987,69053800
2019-11-01,304.920013,306.190002,304.73999,306.140015,71141500
2019-11-04,307.850006,308,306.959991,307.369995,60606900
2019-11-05,307.589996,307.920013,306.709991,307.029999,42933200
2019-11-06,307.029999,307.399994,306.059998,307.100006,46487100
2019-11-07,308.570007,309.649994,307.660004,308.179993,54272300
2019-11-08,307.799988,309,307.029999,308.940002,49032100
2019-11-11,307.420013,308.540009,307.269989,308.350006,35797300
2019-11-12,308.75,309.98999,308.149994,309,46484600
2019-11-13,307.910004,309.540009,307.660004,309.100006,53917700
2019-11-14,308.790009,309.640015,308.089996,309.549988,51219900
2019-11-15,311.019989,311.839996,310.26001,311.790009,62023600
2019-11-18,311.529999,312.279999,311.029999,312.019989,49228000
2019-11-19,312.679993,312.690002,311.220001,311.929993,67804700
2019-11-20,311.279999,311.850006,309.059998,310.769989,79406200
2019-11-21,310.890015,311.01001,309.390015,310.269989,54664700
2019-11-22,311.089996,311.23999,309.850006,310.959991,44850200
2019-11-25,311.980011,313.369995,311.980011,313.369995,48647200
2019-11-26,313.410004,314.279999,313.059998,314.079987,37569000
2019-11-27,314.609985,315.480011,314.369995,315.480011,44444600
2019-11-29,314.859985,315.130005,314.059998,314.309998,36592700
2019-12-02,314.589996,314.660004,311.170013,311.640015,75767800
2019-12-03,308.649994,309.640015,307.130005,309.549988,73941700
2019-12-04,310.700012,312.119995,310.320007,311.459991,49080000
2019-12-05,312.230011,312.25,310.579987,312.019989,40709000
2019-12-06,314.119995,315.309998,314.109985,314.869995,48927000
2019-12-09,314.440002,315.179993,313.799988,313.880005,34838500
2019-12-10,313.820007,314.549988,312.809998,313.529999,52649800
2019-12-11,314.029999,314.700012,313.440002,314.420013,53429100
2019-12-12,314.429993,317.98999,314.170013,317.130005,96389600
2019-12-13,316.869995,318.670013,316.019989,317.320007,81503900
2019-12-16,319.220001,320.149994,317.25,319.5,82749700
2019-12-17,319.920013,320.25,319.480011,319.570007,61097700
2019-12-18,320,320.25,319.529999,319.589996,48133000
2019-12-19,319.799988,320.980011,319.519989,320.899994,85310500
2019-12-20,320.459991,321.970001,319.390015,320.730011,147142100
2019-12-23,321.589996,321.649994,321.059998,321.220001,52990000
2019-12-24,321.470001,321.519989,320.899994,321.230011,20270000
2019-12-26,321.649994,322.950012,321.640015,322.940002,30911200
2019-12-27,323.73999,323.799988,322.279999,322.859985,42528800
2019-12-30,322.950012,323.100006,320.549988,321.079987,49729100
2019-12-31,320.529999,322.130005,320.149994,321.859985,57077300
2020-01-02,323.540009,324.890015,322.529999,324.869995,59151200
2020-01-03,321.160004,323.640015,321.100006,322.410004,77709700
2020-01-06,320.48999,323.730011,320.359985,323.640015,55653900
2020-01-07,323.019989,323.540009,322.23999,322.730011,40496400
2020-01-08,322.940002,325.779999,322.670013,324.450012,68296000
2020-01-09,326.160004,326.730011,325.519989,326.649994,48473300
2020-01-10,327.290009,327.459991,325.200012,325.709991,53029300
2020-01-13,326.390015,327.959991,325.920013,327.950012,47086800
2020-01-14,327.470001,328.619995,326.839996,327.450012,62832800
2020-01-15,327.350006,329.019989,327.26001,328.190002,72056600
2020-01-16,329.700012,330.920013,329.450012,330.920013,54050300
2020-01-17,331.700012,332.179993,330.850006,331.950012,95846000
2020-01-21,330.899994,332.179993,330.820007,331.299988,77742400
2020-01-22,332.23999,332.950012,331.170013,331.339996,48914900
2020-01-23,330.630005,332.170013,329.410004,331.720001,51963000
2020-01-24,332.440002,332.529999,327.359985,328.769989,87578400
2020-01-27,323.029999,325.119995,322.660004,323.5,84062500
2020-01-28,325.059998,327.850006,323.600006,326.890015,63834000
2020-01-29,328.380005,328.630005,326.399994,326.619995,53888900
2020-01-30,324.359985,327.910004,323.540009,327.679993,75491800
2020-01-31,327,327.170013,320.730011,321.730011,113845600
2020-02-03,323.350006,326.160004,323.220001,324.119995,69242300
2020-02-04,328.070007,330.01001,327.720001,329.059998,62573200
2020-02-05,332.269989,333.089996,330.670013,332.859985,65951100
2020-02-06,333.910004,334.190002,332.799988,333.980011,50359700
2020-02-07,332.820007,333.98999,331.600006,332.200012,64088400
2020-02-10,331.230011,334.75,331.190002,334.679993,42070000
2020-02-11,336.160004,337.019989,334.679993,335.26001,54864500
2020-02-12,336.829987,337.649994,336.429993,337.420013,43992700
2020-02-13,335.859985,338.119995,335.559998,337.059998,54501900
2020-02-14,337.51001,337.730011,336.200012,337.600006,64524200
2020-02-18,336.51001,337.670013,335.209991,336.730011,57226200
2020-02-19,337.790009,339.079987,337.480011,338.339996,48814700
2020-02-20,337.73999,338.640015,333.679993,336.950012,74163400
2020-02-21,335.470001,335.809998,332.579987,333.480011,113697900
2020-02-24,323.140015,333.559998,321.23999,322.420013,161088400
2020-02-25,323.940002,324.609985,311.690002,312.649994,217834900
2020-02-26,314.179993,318.109985,310.700012,311.5,193196100
2020-02-27,305.46,311.56,297.51,297.7,260424111
2020-02-28,288.7,297.89,285.54,296.26,26042411
2020-03-02,298.209991,309.160004,294.459991,309.089996,238703600
2020-03-03,309.5,313.839996,297.570007,300.23999,299004500
2020-03-04,306.119995,313.089996,303.339996,312.859985,155127389
2020-03-05,304.980011,308.470001,300.01001,302.459991,186366800
2020-03-06,293.149994,298.779999,290.230011,297.459991,228491300
2020-03-09,275.299988,284.190002,273.450012,274.230011,307203423
2020-03-10,284.640015,288.51001,273.5,288.410004,276444058
2020-03-11,280.700012,281.920013,273.350006,274.359985,238408383
2020-03-12,256,266.660004,247.679993,248.110001,383935774
2020-03-13,263.089996,271.480011,248.520004,269.320007,327124600
2020-03-16,241.179993,256.899994,237.360001,239.850006,291346654
2020-03-17,245.039993,256.049988,237.080002,252.800003,240061694
2020-03-18,236.25,248.369995,228.020004,240,325522900
2020-03-19,239.25,247.380005,232.220001,240.509995,269484354
2020-03-20,242.529999,244.470001,228.5,229.399994,347158794
2020-03-23,228.190002,229.679993,218.259995,222.949997,323993300
2020-03-24,234.419998,244.100006,233.800003,242,220371278
2020-03-25,244.869995,256.350006,239.75,246.830002,287741497
2020-03-26,249.520004,262.799988,249.050003,261.200012,234974818
2020-03-27,253.270004,260.809998,251.079407,254,201600149
2020-03-30,255.699997,262.429993,253.529999,261.649994,171369500
2020-03-31,260.559998,263.329987,256.220001,257.75,193690400
2020-04-01,247.98,257.66,243.9,246.15,188373330
2020-04-02,245.19,252.68,244.59,251.83,176669824
2020-04-03,250.76,253.32,245.22,248.19,129040502
2020-04-06,257.84,267,248.17,264.86,176084521
2020-04-07,274.21,275.03,264.89,265.13,199187791
2020-04-08,267.96,276.00,265.25,274.03,146885151
2020-04-09,277.57,281.20,275.47,278.20,178345653
2020-04-13,277.14,277.51,271.41,275.63,112326648
2020-04-14,280.98,284.90,275.51,283.79,127400593
2020-04-15,277.57,283.94,275.46,277.75,121112494
2020-04-16,279.15,280.03,275.76,278.96,116962588
2020-04-17,285.38,287.30,282.40,286.64,146455688
2020-04-20,282.61,286.79,281.35,281.59,95766751
2020-04-21,276.73,278.04,272.02,273.04,122401798
2020-04-22,278.35,281.00,276.91,279.10,92831657
2020-04-23,280.49,283.94,278.75,279.08,101818748
2020-04-24,280.73,283.70,278.50,282.89,84715401
2020-04-27,285.12,288.27,284.62,287.05,77516422
2020-04-28,291.02,291.40,285.40,285.73,104797847
2020-04-29,291.53,294.88,290.41,293.21,118066585
2020-04-30,291.71,293.32,288.59,290.48,113667554
2020-05-01,285.31,290.66,281.52,282.79,125045778
2020-05-04,280.74,283.90,279.13,283.57,80462952
2020-05-05,286.64,289.25,283.71,286.19,79199214
2020-05-06,288.04,288.46,283.78,284.25,72980387
2020-05-07,287.75,289.78,287.13,287.68,73169426
2020-05-08,291.09,292.95,289.86,292.44,67423183
2020-05-11,290.34,294.00,289.88,292.50,78982891
2020-05-12,293.79,294.24,286.52,286.67,94484342
2020-05-13,286.06,287.19,278.96,281.60,144035915
2020-05-14,278.95,285.11,272.99,284.97,121473094
2020-05-15,282.37,286.33,281.34,286.28,111015834
2020-05-18,293.05,296.75,292.70,295.00,110252899
2020-05-19,294.35,296.20,291.95,292.21,93637433
2020-05-20,295.80,297.87,295.57,296.93,73373537
2020-05-21,296.79,297.67,293.69,294.88,77863922
2020-05-22,294.55,295.63,293.22,295.44,63697627
2020-05-26,301.93,302.19,295.46,299.08,88604807
2020-05-27,302.12,303.57,296.87,303.53,104086252
2020-05-28,304.65,306.84,302.24,302.97,90232213
2020-05-29,302.45,304.96,299.47,304.32,119067393
2020-06-01,303.62,306.20,303.06,305.55,55696013
2020-06-02,306.55,308.13,305.10,308.08,73635043
2020-06-03,310.24,313.22,309.94,312.18,91750087
2020-06-04,311.11,313.00,309.08,311.36,75471787
2020-06-05,317.23,321.27,317.16,319.34,150302461
2020-06-08,320.22,323.41,319.63,323.20,73310274
2020-06-09,320.30,323.28,319.36,320.79,75124880
2020-06-10,321.42,322.39,318.22,319.00,93944722
2020-06-11,311.46,312.15,300.01,300.61,208285190
2020-06-12,308.24,309.08,298.60,304.21,194450402
2020-06-15,298.02,308.28,296.74,307.05,127662842
2020-06-16,315.48,315.64,307.67,312.96,137048347
2020-06-17,314.07,314.39,310.86,311.66,78419664
2020-06-18,310.00,312.30,309.51,311.78,80355844
2020-06-19,314.17,314.38,306.53,308.64,135211345
2020-06-22,307.99,311.05,306.75,310.62,74007212
2020-06-23,313.48,314.50,311.61,312.05,68066900
2020-06-24,309.84,310.51,302.10,304.09,132067392
2020-06-26,306.16,306.39,299.42,300.05,127811745
2020-06-29,301.41,304.61,298.93,304.46,73235506
2020-06-30,303.99,310.20,303.82,308.36,112828251
2020-07-01,309.57,311.85,309.04,310.57,71910372
2020-07-02,314.24,315.70,310.60,312.19,63712587
2020-07-06,316.37,317.68,315.56,317.05,61149300
2020-07-07,315.38,317.52,313.37,313.78,82583400
2020-07-08,314.61,316.30,312.70,316.18,54202600
2020-07-09,316.84,317.10,310.68,314.38,83079100
2020-07-10,314.31,317.88,312.76,317.59,57454400
2020-07-13,320.13,322.71,314.13,314.84,102549100
2020-07-14,313.30,319.76,312.00,318.92,92791800
2020-07-15,322.41,323.04,319.27,321.85,86921500
2020-07-16,319.79,321.28,319.09,320.79,54433400
2020-07-20,321.43,325.13,320.62,324.27,51616200
2020-07-21,326.45,326.93,323.94,325.01,57245300
2020-07-22,324.62,327.20,324.50,326.86,57792915
2020-07-23,326.47,327.23,321.48,322.96,75128116
2020-07-24,320.95,321.99,319.25,320.88,68429212
2020-07-27,321.63,323.41,320.77,323.22,46718799
2020-07-28,322.43,323.64,320.85,321.17,56602988
2020-07-29,322.12,325.73,322.07,325.12,48307969
2020-07-30,321.90,324.41,319.64,323.96,61490460
2020-07-31,325.90,326.63,321.33,326.52,84512256
2020-08-03,328.32,329.62,327.73,328.79,52959949
2020-08-04,327.86,330.06,327.86,330.06,41655229
2020-08-05,331.47,332.39,331.18,332.11,42714228
2020-08-06,331.48,334.46,331.13,334.33,42926940
2020-08-07,333.28,334.88,332.30,334.57,57231986
2020-08-10,335.06,335.77,332.95,335.57,44856010
2020-08-11,336.85,337.54,332.01,332.80,69067275
2020-08-12,335.44,338.28,332.84,337.44,53826128
2020-08-13,336.61,338.25,335.83,336.83,41816146
2020-08-14,336.41,337.42,335.62,336.84,47260390
2020-08-17,337.94,338.34,336.85,337.91,34496002
2020-08-18,338.34,339.10,336.61,338.64,38612167
2020-08-19,339.05,339.61,336.62,337.23,68054244
2020-08-20,335.36,338.80,335.22,338.28,42018077
2020-08-21,337.92,339.72,337.55,339.48,55067404
2020-08-24,342.12,343.00,339.45,342.92,48588662
2020-08-25,343.53,344.21,342.27,344.12,38463381
2020-08-26,344.76,347.86,344.17,347.57,49824710
2020-08-27,348.51,349.90,346.53,348.33,57873917
2020-08-28,349.44,350.72,348.15,350.58,48471618
2020-08-31,350.35,351.30,349.06,349.31,62786403
2020-09-01,350.21,352.71,349.24,352.60,54999325
2020-09-02,354.67,358.75,353.43,357.70,69540035
2020-09-03,355.87,356.38,342.59,345.39,148011129
2020-09-04,346.13,347.83,334.87,342.57,139156281
2020-09-08,336.71,342.64,332.88,333.21,114465322
2020-09-09,337.55,342.46,336.61,339.79,89410368
2020-09-17,333.56,337.70,332.99,335.84,91248530
2020-09-18,335.37,335.49,327.97,330.65,105776802
2020-09-29,333.97,334.77,331.62,332.37,51252675
2020-09-30,333.09,338.29,332.88,334.89,103429944
2020-10-01,337.69,338.74,335.01,337.04,88246441
2020-10-02,331.70,337.01,331.19,333.84,89165913
2020-10-08,342.85,343.85,341.86,343.78,44791041
